
# OSU MPI Allreduce Latency Test v5.4.0
# Size       Avg Latency(us)
2,4                      31.92
2,8                      32.20
2,16                     32.38
2,32                     32.29
2,64                     32.11
2,128                    32.74
2,256                    33.13
2,512                    34.62
2,1024                   41.80
2,2048                   71.87
2,4096                   69.67
2,8192                   67.49
2,12288                 126.12
2,16384                 128.12
2,20480                 134.94
2,24576                 140.24
2,28672                 154.07
2,32768                 158.05
2,36864                 174.27
2,40960                 176.65
2,45056                 174.27
2,49152                 184.90
2,53248                 201.60
2,57344                 206.78
2,61440                 209.96
2,65536                 201.40
2,69632                 214.88
2,73728                 210.74
2,77824                 222.09
2,81920                 228.85
2,86016                 232.55
2,90112                 239.38
2,94208                 248.23
2,98304                 252.21
2,102400                254.35
2,106496                257.09
2,110592                264.93
2,114688                263.54
2,118784                270.29
2,122880                269.97
2,126976                278.38
2,131072                349.38
2,135168                347.75
2,139264                359.63
2,143360                361.14
2,147456                365.07
2,151552                369.99
2,155648                380.16
2,159744                382.15
2,163840                381.96
2,167936                394.89
2,172032                397.72
2,176128                392.89
2,180224                399.54
2,184320                404.61
2,188416                398.45
2,192512                412.87
2,196608                431.75
2,200704                433.29
2,204800                440.80
2,208896                450.91
2,212992                446.31
2,217088                443.63
2,221184                458.26
2,225280                466.11
2,229376                466.23
2,233472                470.76
2,237568                474.06
2,241664                479.24
2,245760                481.67
2,249856                481.88
2,253952                484.67
2,258048                574.58
2,262144                573.07
2,266240                587.15
2,270336                589.89
2,274432                616.65
2,278528                615.51
2,282624                618.65
2,286720                627.77
2,290816                626.29
2,294912                644.69
2,299008                639.58
2,303104                648.20
2,307200                648.03
2,311296                661.44
2,315392                660.30
2,319488                660.86
2,323584                677.17
2,327680                684.92
2,331776                684.38
2,335872                691.71
2,339968                695.63
2,344064                693.09
2,348160                691.33
2,352256                696.39
2,356352                684.06
2,360448                683.22
2,364544                699.30
2,368640                705.75
2,372736                722.04
2,376832                725.90
2,380928                736.81
2,385024                740.52
2,389120                758.70
2,393216                768.10
2,397312                792.19
2,401408                780.92
2,405504                779.08
2,409600                796.32
2,413696                784.73
2,417792                794.56
2,421888                798.74
2,425984                805.12
2,430080                816.92
2,434176                818.94
2,438272                828.64
2,442368                821.44
2,446464                829.66
2,450560                843.81
2,454656                887.50
2,458752                870.63
2,462848                875.05
2,466944                877.22
2,471040                872.53
2,475136                886.07
2,479232                887.99
2,483328                901.93
2,487424                914.18
2,491520                927.51
2,495616                935.48
2,499712                941.40
2,503808                972.88
2,507904                968.46
2,512000                978.33
2,516096                976.08
2,520192               1027.52
2,524288               1030.82
2,528384               1025.04
2,532480               1029.15
2,536576               1026.46
2,540672               1032.82
2,544768               1025.10
2,548864               1061.36
2,552960               1028.68
2,557056               1014.96
2,561152                996.87
2,565248               1028.30
2,569344               1057.21
2,573440               1045.86
2,577536               1047.18
2,581632               1091.19
2,585728               1077.69
2,589824               1112.46
2,593920               1124.45
2,598016               1128.69
2,602112               1152.65
2,606208               1152.59
2,610304               1161.44
2,614400               1180.20
2,618496               1202.39
2,622592               1161.84
2,626688               1144.14
2,630784               1174.58
2,634880               1197.31
2,638976               1172.59
2,643072               1192.00
2,647168               1221.09
2,651264               1216.86
2,655360               1231.79
2,659456               1244.64
2,663552               1233.12
2,667648               1227.32
2,671744               1221.85
2,675840               1214.16
2,679936               1209.16
2,684032               1243.08
2,688128               1224.10
2,692224               1223.58
2,696320               1212.28
2,700416               1231.82
2,704512               1230.99
2,708608               1230.29
2,712704               1246.37
2,716800               1245.21
2,720896               1239.45
2,724992               1243.30
2,729088               1249.88
2,733184               1241.90
2,737280               1284.22
2,741376               1295.36
2,745472               1322.77
2,749568               1366.68
2,753664               1348.09
2,757760               1359.31
2,761856               1382.55
2,765952               1414.35
2,770048               1406.53
2,774144               1402.35
2,778240               1414.84
2,782336               1426.88
2,786432               1434.61
2,790528               1436.67
2,794624               1452.83
2,798720               1444.69
2,802816               1444.16
2,806912               1471.73
2,811008               1462.51
2,815104               1466.58
2,819200               1490.29
2,823296               1504.59
2,827392               1516.87
2,831488               1500.31
2,835584               1510.82
2,839680               1498.04
2,843776               1499.28
2,847872               1510.98
2,851968               1513.24
2,856064               1478.81
2,860160               1527.19
2,864256               1580.43
2,868352               1633.64
2,872448               1614.96
2,876544               1576.66
2,880640               1613.30
2,884736               1623.25
2,888832               1579.97
2,892928               1567.68
2,897024               1591.10
2,901120               1619.05
2,905216               1578.51
2,909312               1605.76
2,913408               1572.53
2,917504               1615.98
2,921600               1585.89
2,925696               1576.57
2,929792               1566.96
2,933888               1558.92
2,937984               1583.55
2,942080               1588.38
2,946176               1593.07
2,950272               1602.26
2,954368               1614.10
2,958464               1616.82
2,962560               1611.72
2,966656               1643.36
2,970752               1672.87
2,974848               1663.85
2,978944               1675.72
2,983040               1724.00
2,987136               1713.03
2,991232               1736.11
2,995328               1732.35
2,999424               1723.41
2,1003520              1749.26
2,1007616              1786.47
2,1011712              1814.48
2,1015808              1782.42
2,1019904              1842.66
2,1024000              1854.07
2,1028096              1788.61
2,1032192              1841.74
2,1036288              1813.57
2,1040384              1831.78
2,1044480              1875.59
2,1048576              1839.14
